SO_N_HM [1/min],SO_M_VM [Nm],speed_step,N_HM [1/min],M_HMmess [Nm],PA1_P_1 [W],PA1_P_2 [W],PA1_P_4 [W],PA1_PM [W],Eff_Sys_WT [%],Eff_Motor_PA [%],Eff_DCtoAC_WT [%],T_MOTOR [°C],T_Rotor [°C],motor_loss [kW],motor_eff_motor_ge_80%,motor_eff_generator_eff_ge_80%,motor_eff_motor_eff_interval,motor_eff_motor_eff_interval_value,motor_eff_generator_eff_interval,motor_eff_generator_eff_interval_value,peu_eff_motor_ge_80%,peu_eff_generator_eff_ge_80%,peu_eff_motor_eff_interval,peu_eff_motor_eff_interval_value,peu_eff_generator_eff_interval,peu_eff_generator_eff_interval_value,sys_eff_motor_ge_80%,sys_eff_generator_eff_ge_80%,sys_eff_motor_eff_interval,sys_eff_motor_eff_interval_value,sys_eff_generator_eff_interval,sys_eff_generator_eff_interval_value,motor_motor_eff [%],peu_motor_eff [%],sys_motor_eff [%],motor_motor_speed [rpm],motor_motor_torque [Nm],motor_motor_loss [kW],motor_generator_eff [%],peu_generator_eff [%],sys_generator_eff [%],motor_generator_speed [rpm],motor_generator_torque [Nm],motor_generator_loss [kW],motor_motor_loss_max [kW],motor_generator_loss_max [kW],motor_max_eff [%],motor_max_eff_operator,generator_max_eff [%],generator_max_eff_operator
6500.0,-30.0,1013.0,6500.000039000001,-29.51775099,-9018.301401,-10198.39313,-18870.33813,-20090.61597761176,93.92613024423147,95.65010128317806,98.19762758656924,60.0,,0.8739214466117592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,-25.0,1025.0,6499.999009,-24.46134277,-7627.879243,-8174.85907,-15521.50507,-16649.07892814757,93.22740997857093,94.91659197004158,98.22035119844612,60.0,,0.8463406151475683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,-20.0,1037.0,6499.999158,-19.42588053,-6142.536946,-6263.884805,-12177.10925,-13221.801789362155,92.09871274728472,93.83306412127443,98.15166285974828,60.0,,0.8153800383621547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,-15.0,1051.0,6500.000417,-14.45175094,-4655.360272999998,-4397.80666,-8870.736694,-9836.270904333,90.18394044121263,92.03860915432865,97.98490141239948,60.0,,0.783103971333001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,-10.0,1065.0,6500.000278,-9.473829536,-3148.464951000001,-2543.67062,-5558.167302000002,-6448.156504473781,86.19777293159218,88.2753941696476,97.64643221636298,60.41,,0.7560209334737802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,-5.0,1079.0,6499.999976,-4.432618693999999,-1483.450942,-790.0933371,-2179.921108,-3016.9655921065073,72.25541828198094,75.35864131325955,95.88206079993034,62.0,,0.7434213130065073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,5.0,954.0,6500.000239,5.931962385,2035.355693,2758.553728000001,4906.650308,4037.46145761665,82.28549426140702,84.22064547006904,97.70228404465297,57.66,,0.7564479633833503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,10.0,940.0,6500.000469,11.08124188,3901.534437,4412.820097999998,8467.890972,7542.207059382454,89.06830619715795,90.71307974218415,98.186839704152,57.925,,0.7721474756175448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,15.0,926.0,6500.000313000001,16.21782144,5892.586482,5941.118708,12034.09795,11038.308317924411,91.72526568910313,93.27854751065004,98.33479201488468,57.675,,0.7953968720755893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,20.0,912.0,6499.999731,21.3299933,7801.662034,7514.8451730000015,15569.38156,14517.79588609757,93.24580960489718,94.78529073170546,98.3758227516906,58.0,,0.7987113209024319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,25.0,898.0,6499.999685,26.43324672,9838.977104,8988.651328,19126.53968,17991.214173144213,94.06413535406531,95.55751664700271,98.43719118564574,59.0,,0.8364142588557842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,30.0,886.0,6499.9995530000015,31.58300965,11982.61884,10388.05911,22721.23919,21496.28781229264,94.60878270122485,96.09135610614182,98.457120947196,59.0,,0.8743901377073562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,35.0,874.0,6499.999373,36.84021006,14206.61686,11792.6424,26396.00805,25074.486103789342,94.99347801490514,96.44307883173647,98.4969363956532,59.0,,0.9247731562106565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,40.0,90.0,6499.999865999999,41.44722166,16159.87325,13030.77798,29632.78884,28210.150286499706,95.19910676925576,96.64104464208523,98.50794465418936,61.0,,0.9805009435002976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,45.0,850.0,6499.999971,46.28584831,18258.08875,14242.98106,32996.0368,31503.45682436758,95.47648711668177,96.93052262136467,98.49991987522574,61.0,,0.9976129856324224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,50.0,838.0,6500.0007369999985,51.27863146,20512.65804,15452.41041,36510.49674,34901.69029134568,95.5935783067784,97.04330283666035,98.5061055348435,58.0,,1.0633781586543192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,55.0,824.0,6500.0006840000015,56.34807018,22767.7007,16705.5094,40058.52416,38352.0936871288,95.74015641201495,97.15980430770388,98.53885266051698,57.92,,1.121116412871197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,60.0,810.0,6499.99989,61.37036793,25046.76133,17876.29755,43571.57461,41770.406784739214,95.86618605964402,97.31460868508172,98.51160823127294,57.92,,1.1526520952607826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,65.0,796.0,6499.999519,66.42805206,26993.296560000006,19458.71284,47142.30027,45212.806956869834,95.90708704904236,97.33229528897371,98.53572934276337,58.0,,1.239202443130176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,70.0,783.0,6499.999111,71.41684517,28688.09639,21157.31558,50628.16035,48608.31728957326,96.01043560251199,97.51813731387895,98.45392687668534,61.0,,1.2370946804267442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,75.0,770.0,6500.000508,76.40133045,30357.96019,22951.98916,54154.32623,52000.90960595559,96.02355568990262,97.54447385524591,98.44079515196287,58.0,,1.309039744044414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,80.0,758.0,6499.999468,81.41873428,32083.98537,24697.43194,57702.02125,55415.88790630714,96.03803594021785,97.59511215396807,98.40455512639429,58.0,,1.3655294036928536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,85.0,748.0,6499.99936,86.45293438,33845.50611,26425.16266,61272.67973,58842.30556441067,96.03351089539603,97.63008568721855,98.36466927117372,60.46,,1.4283632055893323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,90.0,738.0,6500.000637,91.42818871,35616.58697,28118.8685,64818.178320000006,62228.616215157715,96.0048829325966,97.6357911876043,98.32960000101403,61.0,,1.5068392548422853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,95.0,728.0,6499.999692,96.47733646,37430.88211000001,29787.71839,68401.41883,65665.19971465762,95.99976263337055,97.68903134878211,98.27076930532732,58.0,,1.5534007853423972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,100.0,718.0,6499.998279,101.5567108,39366.6701,31417.52729,72040.60699,69122.35030585347,95.94915033884762,97.65223433277028,98.25597027496673,60.0,,1.6618470841465314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,105.0,706.0,6499.999937,106.6366006,41305.48691,33018.59484,75677.78938,72579.8845216643,95.90645434583159,97.65325425182841,98.21122202288092,59.0,,1.7441972283357026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,110.0,696.0,6499.9986450000015,111.8655167,43294.41389,34658.75457,79408.62141,76138.8174840026,95.8823061426607,97.67251157093327,98.16713484737978,58.0,,1.8143509759973968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,115.0,686.0,6499.998213,117.0819997,45406.13809,36217.36623,83197.18297000001,79689.29725910643,95.78364845338756,97.6303307766466,98.10849527132733,62.0,,1.9342070608935755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,120.0,676.0,6499.999514,122.1801171,47422.2335,37757.17143,86859.66566,83159.23578748303,95.73976040041211,97.6283361639153,98.06554547817726,58.0,,2.0201691425169703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,125.0,89.0,6499.997124,126.5500936,49236.01645,39023.4,90026.10738,86133.53344941683,95.6761721195468,97.59132443189503,98.03757934068747,61.0,,2.1258830005831695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,130.0,88.0,6499.99823,131.59241409999998,51354.63928,40482.92535,93706.26402,89565.49306088239,95.58111615864459,97.52598887146947,98.00579031770901,60.0,,2.2720715691176157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,135.0,87.0,6499.999441,136.4875896,53399.42736,41898.44658,97275.14715,92897.30430402484,95.4995258560499,97.48098300966655,97.96733979034644,60.0,,2.40056963597516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,140.0,86.0,6499.997913,141.5323657,55588.37152000001,43252.34855,100948.0765,96330.89860439296,95.42618536609062,97.46074141929604,97.91243528052762,59.0,,2.5098214656070486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,145.0,85.0,6499.999353,146.58910830000005,57834.17977,44597.45926,104660.3445,99772.6815818688,95.329976275655,97.40416391526016,97.87053493790096,58.0,,2.658957448131201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,150.0,84.0,6500.0001200000015,151.6164345,60115.27914,45881.19584,108383.4829,103194.43376376672,95.21232479581694,97.35647698023733,97.79762759404736,60.0,,2.8020412162332797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,155.0,83.0,6500.0025,156.571609,62389.80363,47065.24154,111989.093,106567.10470460965,95.15846753452112,97.36152823206555,97.73723693788644,59.0,,2.8879404653903475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,160.0,604.0,6500.000408,161.56538740000005,64770.96342000001,48223.98461,115700.6748,109965.97738415477,95.04350564440682,97.31937515910796,97.6614425329177,61.0,,3.0289706458452272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,165.0,595.0,6500.001104,166.5361477,67267.67586,49321.57805,119430.531,113349.22972836721,94.90808487518757,97.22099243886242,97.62097927036764,60.75,,3.2400241816327906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,170.0,587.0,6500.0024170000015,171.662748,69744.8957,50462.36473,123225.7227,116838.56302710598,94.81669936037306,97.1975923992913,97.55046089090618,58.0,,3.368697402894017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,175.0,579.0,6500.001265,176.4562804,72192.57723,51472.95625,126833.1691,120101.15663007271,94.69223033872196,97.11772815785916,97.50251795923943,59.145,,3.5643768499272848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,180.0,571.0,6500.00073,181.8909849,75004.59598,52567.21018,130915.3953,123800.1606942847,94.56501308390021,97.0435117450756,97.44599240422566,58.0,,3.771645465715308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,185.0,563.0,6500.001775,186.9786706,77775.64863,53487.17285,134799.3098,127263.00427090471,94.40924026964471,96.95281789314218,97.37647891131857,59.0,,3.999817209095272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500.0,190.0,555.0,6500.000215,191.7588842,80401.44227,54279.41973,138407.1094,130516.52235896963,94.29900163710062,96.90799451444677,97.30776300715085,60.0,,4.164339641030368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-195.0,535.0,7000.002048,-195.3563446,-54485.08184,-84190.94465,-134710.2252,-143193.1740617585,94.07587064303787,96.84541696812289,97.14024017677922,60.0,,4.517147571758484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-190.0,545.0,7000.000378,-190.2912614,-53725.30756,-81510.84113,-131459.5528,-139480.5132701672,94.24940424858418,96.95701967202682,97.20740650589138,61.0,,4.244364580167195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-185.0,555.0,7000.001221,-185.3532935,-52907.57977,-78832.92504,-128159.9853,-135861.0765252745,94.3316427175212,96.96706972985899,97.28214225749025,58.0,,4.120571715274476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-180.0,563.0,7000.001201000001,-180.4277798,-52063.57686,-76301.70094,-124904.2904,-132250.7513396611,94.44505164224502,97.062040479693,97.30379783433929,60.0,,3.8854735396611066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-175.0,571.0,7000.000770999999,-175.25894519999997,-51064.1034,-73641.13328,-121411.6798,-128462.06822247604,94.51169631624965,97.0755324163318,97.35892656340371,60.0,,3.7568315424760366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-170.0,579.0,6999.999766,-170.2550399,-50085.65678000001,-71175.84766,-118148.7462,-124794.26591207545,94.67481966137963,97.1691315732692,97.4330202693962,58.0,,3.5327614720754354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-165.0,587.0,7000.001426000002,-164.9313042,-49011.7932,-68494.53788999999,-114527.7325,-120892.0800619937,94.73551322904687,97.19936246422634,97.4651590579246,60.0,,3.385748971993715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-160.0,597.0,7000.000139,-159.9537637,-47945.59227,-66069.61949,-111214.3077,-117243.59875744219,94.85746674330954,97.2464279230108,97.54339441486471,60.0,,3.228386997442183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-155.0,607.0,6999.999445999999,-154.9027943,-46818.22674,-63630.75498,-107785.5547,-113541.30620773316,94.93069817498618,97.27647620851262,97.58854542746978,61.0,,3.0923244877331597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-150.0,617.0,6999.998599,-149.9770344,-45719.32859,-61284.60396,-104450.473,-109930.7885531073,95.01475826268654,97.33754661307341,97.61367690967167,58.0,,2.926856003107299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-145.0,627.0,6999.999851000001,-144.9942303,-44830.89115,-58645.41795,-101122.0581,-106278.49115139892,95.1481875631323,97.3633592074552,97.72484057415997,58.0,,2.802182051398908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-140.0,637.0,6999.998308,-139.94411540000002,-43438.28477,-56451.69521000001,-97666.31223,-102576.81371880176,95.21285433737187,97.38066172910452,97.77388307571468,59.0,,2.6868337388017536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-135.0,647.0,7000.000278,-135.1829859,-42191.99254,-54329.26594,-94399.65547,-99087.00930689738,95.269456743437,97.41060826757763,97.80193188173195,57.165,,2.5657508268973905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-130.0,657.0,7000.002527,-130.15667140000002,-40800.19338,-52166.85248,-90940.85754,-95402.8302309852,95.32301853081081,97.44684265122136,97.82053059634566,57.42,,2.435784370985202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-125.0,667.0,6999.999292,-124.9946735,-39323.73031,-49975.87086,-87408.57031,-91619.12314175614,95.40428604054479,97.46829931108674,97.88237479762083,58.0,,2.3195219717561266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-120.0,677.0,6999.999426,-120.0320104,-37918.9325,-47832.54004,-83980.98566,-87981.5710891755,95.45292794883076,97.4652662806906,97.93532772376109,60.0,,2.2300985491754983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-115.0,687.0,7000.000461,-115.0325301,-36484.57602,-45716.54162,-80533.08523,-84317.04332251269,95.5122263027665,97.49051247632194,97.97079108181332,58.0,,2.1159256825126795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-110.0,699.0,7000.000451999998,-110.0911692,-35016.946860000004,-43645.1967,-77097.88824,-80695.10305352964,95.54221423926629,97.48069038070244,98.01142551015425,58.0,,2.032959493529648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-105.0,711.0,6999.999524,-105.0633738,-33502.00625,-41575.08025,-73611.99363,-77009.79754867371,95.58782904665325,97.49030498690489,98.04854858079767,58.0,,1.9327110486737074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-100.0,723.0,7000.002205,-99.96199162,-31917.4425,-39538.24414,-70088.03043,-73270.59285405146,95.65642599563668,97.5230086950892,98.08600788221324,58.0,,1.814906214051458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-95.0,735.0,6999.998347,-94.89934998,-30330.2207,-37486.01688,-66562.27535,-69559.71654359941,95.69083753853332,97.49355079314245,98.15094102128454,58.0,,1.7434789635994092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-90.0,747.0,6999.999731,-89.8657753,-28726.44913,-35482.72783,-63035.38545,-65870.19925927815,95.69636369533397,97.47834025408055,98.17192562562944,57.94,,1.6610222992781418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-85.0,759.0,6999.999319,-84.81278652,-27067.89225,-33509.78422,-59510.91369,-62166.43433324527,95.72836906004571,97.44434777338414,98.23901667716109,57.665,,1.5887578632452641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-80.0,771.0,6999.998113,-79.76368309,-25347.72206,-31598.027810000003,-55963.75289,-58465.5111116157,95.72096750024195,97.40058504112905,98.27555703060936,60.0,,1.519761241615699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-75.0,783.0,6999.998909,-74.73493729,-23644.14253,-29693.86015,-52430.93791,-54779.526648605584,95.71265236797119,97.36849867679118,98.29940244399117,60.0,,1.4415239686055792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-70.0,795.0,6999.9992870000015,-69.74380913,-21901.73623,-27834.98113,-48913.26734,-51121.1114327397,95.68115005550187,97.29193275744571,98.34438205070958,58.0,,1.3843940727397057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-65.0,807.0,6999.999459999999,-64.72823921,-20107.67846,-26009.95833,-45375.65428,-47444.7790069896,95.63887793283898,97.20276446688881,98.39110899507129,59.0,,1.327142216989596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-60.0,821.0,7000.000373999998,-59.73145697,-18304.75512,-24210.6606,-41836.44125,-43782.22210780783,95.5557740924693,97.10657356611895,98.40299228291303,60.0,,1.2668063878078246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-55.0,835.0,7000.000403,-54.71087675,-16496.60899,-22387.76457,-38270.87971,-40102.21563334903,95.43332981874926,96.96315514214065,98.42226119689609,57.67,,1.2178420733490274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-50.0,849.0,6999.999436,-49.69472973,-15188.062930000002,-20078.27867,-34698.91082,-36425.4534117458,95.26006561337941,96.8178520699703,98.39101320336555,57.66,,1.1591118117458028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-45.0,861.0,7000.001411,-44.69296638,-13913.937869999998,-17718.51805,-31135.38092,-32759.24897610215,95.04302416307907,96.5603819033698,98.42859181956304,62.0,,1.126793056102153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-40.0,873.0,7000.000631999998,-39.69245167,-12581.4859,-15447.70409,-27580.67415,-29093.946259228203,94.79867015720421,96.34028240878297,98.39982589521846,60.0,,1.0647562692282044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-35.0,885.0,7000.001614,-34.61838451,-11158.68042,-13199.46741,-23950.20863,-25374.737952258907,94.38603336539248,95.99369213517966,98.32524540516346,60.0,,1.0165901222589055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-30.0,897.0,6999.999849,-29.54998739,-9751.700684,-10924.40928,-20339.58567,-21659.676153712237,93.90530830496286,95.45899863538048,98.37240034713524,59.92,,0.9835661897122372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-25.0,909.0,7000.000552,-24.53607445,-8276.920547,-8778.379609,-16761.32705,-17984.55860669247,93.19843437115394,94.83302053158717,98.27635337220039,60.0,,0.9292584506924723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-20.0,921.0,7000.000631999998,-19.49063092,-6670.344531000002,-6708.791428,-13144.48255,-14286.327618646983,92.00742766701914,93.64993101192161,98.2461243407714,59.925,,0.90719165964698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-15.0,935.0,7000.00002,-14.51843583,-5079.70907,-4689.624082,-9580.64209,-10641.78545553599,90.02852134193355,91.80163603954138,98.06853693016528,60.0,,0.8724523035359907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-10.0,949.0,7000.000181,-9.540740786,-3452.738857,-2691.261262,-6006.789385,-6993.213322395192,85.89455387788256,87.85660948343079,97.7667524195567,60.0,,0.849213203395192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,-5.0,963.0,6999.999883,-4.489520586,-1654.841268,-795.1940222000002,-2355.010522,-3290.7480185053496,71.5645959142639,74.45223020487605,96.12149389928817,62.0,,0.8407127283053496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,5.0,826.0,6999.999758,5.860734782000001,2123.640681,3020.091642000001,5257.37519,4295.826393267244,81.71047790993293,83.51574544535731,97.83841055863469,57.42,,0.8479059297327558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,10.0,812.0,7000.000391,11.05014297,4145.539436,4807.635757,9107.574985,8099.5816869744385,88.93236344816589,90.46602476076934,98.30471017527394,57.42,,0.8535935060255606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,15.0,798.0,7000.000269,16.18542956,6289.5739159999985,6456.812744,12933.2373,11863.666101977018,91.73005819646576,93.07473889213573,98.55526782919229,57.665,,0.8827205580229802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,20.0,785.0,6999.999614,21.21127326,8317.964814,8124.141975,16678.28862,15547.529280884659,93.22017165622512,94.55922820843234,98.58389648733638,58.0,,0.8945775081153424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,25.0,772.0,6999.9995,26.22561073,10459.66783,9685.299038,20424.73128,19222.95937143399,94.11609439511798,95.42313719050784,98.63026637577383,60.0,,0.9220074965660097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,30.0,760.0,6999.999346,31.24428238,12712.29405,11155.73822,24185.69696,22901.56609698841,94.69053604229236,95.95079241523251,98.68655970292947,60.0,,0.9664661730115913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,35.0,750.0,7000.0000420000015,36.27074961,14986.5732,12600.28539,27958.40368,26585.88992600749,95.09087224828099,96.37157431054744,98.67107902778518,61.0,,1.0009686639925095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,40.0,740.0,6999.999763,41.34202927,17201.32254,14146.6792,31768.83899,30303.057077689948,95.38610173078266,96.66663071229607,98.67531435400436,57.92,,1.044944662310052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,45.0,730.0,7000.0003099999985,46.36298309,18900.99207,16170.95052,35542.77637,33983.339895552315,95.61250798695644,96.89608668908441,98.6753038786317,57.92,,1.0886026944476834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,50.0,720.0,7000.000225,51.39858953,20657.55813,18136.87979,39327.87314,37674.360028762574,95.79556945438868,97.1127874218794,98.64362047217486,59.0,,1.1200778912374225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,55.0,708.0,7000.000364,56.46504961,22446.48542,20105.16517,43162.18348,41387.99663070974,95.88948772688397,97.2653141695901,98.58549118516467,59.0,,1.1636539592902628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,60.0,698.0,6999.999675,61.57784401,24233.10868,22116.37885,47025.69395,45135.59037248175,95.98070029646367,97.38099119923915,98.56204903489785,57.92,,1.2138971575182513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,65.0,688.0,6999.999954000001,66.73164978,26127.87591,24080.26181,50957.89727,48913.25082621404,95.9875768951917,97.42096211373689,98.52866858687788,57.915,,1.2948868937859588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,70.0,678.0,6999.999993,71.92136612,28070.28588,25998.31891,54909.55383,52717.23165827753,96.00739394366616,97.5006325075871,98.46848320311693,59.42,,1.3513731317224664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,75.0,96.0,6999.99895,76.2771352,29775.178180000006,27572.03919,58248.18283,55909.933644922305,95.98571307897797,97.49371671199938,98.45322992713868,59.0,,1.437283725077701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,80.0,95.0,6999.999531,81.257351,31698.68522,29389.84112,62065.46256,59560.35799898454,95.96377041644743,97.49843639620616,98.42595836765805,59.0,,1.5281683410154583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,85.0,94.0,6999.998594,86.24474052,33660.85891,31151.25447,65879.81441,63216.02747433452,95.95659617513867,97.53736481896915,98.37931991830575,59.0,,1.5960859056654808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,90.0,93.0,6999.9989209999985,91.33305077,35714.528889999994,32890.352439999995,69790.18906,66945.68134467413,95.92420116116838,97.58151322010914,98.30161266796257,59.795,,1.6591999853258603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,95.0,92.0,6999.998794,96.28614567,37724.72531,34607.71416,73599.35742,70576.22026899562,95.89244083511133,97.57201718361401,98.27862906088944,60.0,,1.7562192010043947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000.0,100.0,2.0,6999.999912,100.8244485,39549.41625,36220.95006,77103.97379,73902.73619135586,95.84815484690449,97.53514439800502,98.27037775817858,60.0,,1.867630118644156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
