SO_N_HM [1/min],SO_M_VM [Nm],speed_step,N_HM [1/min],M_HMmess [Nm],PA1_P_1 [W],PA1_P_2 [W],PA1_P_4 [W],PA1_PM [W],Eff_Sys_WT [%],Eff_Motor_PA [%],Eff_DCtoAC_WT [%],T_MOTOR [°C],T_Rotor [°C],motor_loss [kW],motor_eff_motor_ge_80%,motor_eff_generator_eff_ge_80%,motor_eff_motor_eff_interval,motor_eff_motor_eff_interval_value,motor_eff_generator_eff_interval,motor_eff_generator_eff_interval_value,peu_eff_motor_ge_80%,peu_eff_generator_eff_ge_80%,peu_eff_motor_eff_interval,peu_eff_motor_eff_interval_value,peu_eff_generator_eff_interval,peu_eff_generator_eff_interval_value,sys_eff_motor_ge_80%,sys_eff_generator_eff_ge_80%,sys_eff_motor_eff_interval,sys_eff_motor_eff_interval_value,sys_eff_generator_eff_interval,sys_eff_generator_eff_interval_value,motor_motor_eff [%],peu_motor_eff [%],sys_motor_eff [%],motor_motor_speed [rpm],motor_motor_torque [Nm],motor_motor_loss [kW],motor_generator_eff [%],peu_generator_eff [%],sys_generator_eff [%],motor_generator_speed [rpm],motor_generator_torque [Nm],motor_generator_loss [kW],motor_motor_loss_max [kW],motor_generator_loss_max [kW],motor_max_eff [%],motor_max_eff_operator,generator_max_eff [%],generator_max_eff_operator
1500.0,-95.0,186.0,1499.999153,-94.92291851,-5133.255537,-9019.416582,-13236.13261,-14909.350509454242,88.77739242636203,94.92480648319038,93.52391194190432,59.0,,0.7566783904542426,,,,,,,,,,,,,,,,,,,95.59533318031173,96.09729338218966,91.86452778596586,2500.0,171.4228414,2.0676717290945525,96.02976441519422,95.94729980960676,92.13796596990548,2500.0,-109.7963094,1.1411450056694157,,,,,,
1500.0,-90.0,178.0,1500.001519,-89.88799801,-4918.458906,-8476.271748000001,-12543.82824,-14118.548016216644,88.8464467138695,94.8732875265554,93.64748395484983,60.0,,0.7238173622166433,,,,,,,,,,,,,,,,,,,95.7247899219738,96.54188375726379,92.41451541335691,2500.0,25.81204355,0.30178104742846606,95.89987468478965,95.74615665498,91.8204442476282,2500.0,-129.9515704,1.3948106350629133,,,,,,
1500.0,-85.0,170.0,1500.004669,-84.92654537,-4738.308674,-7977.573520999998,-11874.88174,-13339.289484506839,89.02184598206898,95.32653301938676,93.38622014498775,59.0,,0.6234072895068402,,,,,,,,,,,,,,,,,,,95.43171291854048,96.0631203552721,91.67468123803529,2500.0,182.346625,2.285046302324532,96.23627758388137,95.99092489427704,92.37809293659153,2500.0,-89.92688145,0.8860206616955802,,,,,,
1500.0,-80.0,162.0,1500.004017,-79.83604343,-4500.644368,-7448.168538,-11174.29327,-12539.726266637324,89.11114192125437,95.28766937911965,93.51802022432636,61.61,,0.5909133606373252,,,,,,,,,,,,,,,,,,,93.21728515693611,94.98921623241323,88.5463685637073,2500.0,322.1281561,6.135810989407837,96.3581958035153,95.91817809783181,92.42502586267331,2500.0,-84.89591663,0.8093560982732961,,,,,,
1500.0,-75.0,154.0,1499.99625,-74.91775944,-4279.037136,-6926.892139000001,-10501.4781,-11767.157928628489,89.24396327214069,95.23055051158049,93.7135853911589,59.0,,0.5612286536284864,,,,,,,,,,,,,,,,,,,93.27544993918276,95.08260791200316,88.68873034382993,2500.0,317.0706476000001,5.983971861818675,96.34896809887765,95.97648995799905,92.47235769205501,2500.0,-79.88926323,0.7635566584875378,,,,,,
1500.0,-70.0,146.0,1499.998555,-69.88450466,-4056.415298,-6425.73415,-9809.130063,-10976.613194438822,89.36390386763094,95.49529770540393,93.57937617338196,59.0,,0.49446374643882157,,,,,,,,,,,,,,,,,,,93.32822426804594,95.09856920351838,88.75380594196251,2500.0,312.1054227,5.840719884544873,96.35197835193293,96.00588220806338,92.50356684169549,2500.0,-74.87249903,0.7150173713119148,,,,,,
1500.0,-65.0,138.0,1500.000438,-64.91341991,-3833.125005,-5902.897,-9117.480732,-10195.82809393486,89.42364119912602,95.49025263373767,93.64687885172874,59.0,,0.4598060889348617,,,,,,,,,,,,,,,,,,,93.41040608530533,95.16052453317754,88.88983239934774,2500.0,307.1159789,5.67155919941816,96.2083047204218,95.95224524078102,92.31402848733701,2500.0,-94.84327991,0.9414063665444046,,,,,,
1500.0,-60.0,130.0,1499.997296,-59.92798822,-3580.293802,-5418.514055,-8430.696006,-9412.756050756005,89.56671096689978,95.60226365663902,93.68680985272869,59.0,,0.4139481937560049,,,,,,,,,,,,,,,,,,,93.4851055705963,95.17631017589716,88.97567404613565,2500.0,302.504752,5.518691495766529,94.65947785587161,95.41712507267191,90.32135237887519,3000.0,-267.6791827,4.490737200487041,,,,,,
1500.0,-55.0,122.0,1499.998784,-54.9014926,-3346.927018,-4908.730432,-7725.403518000001,-8623.264098406804,89.58792668111965,95.73703595051994,93.57708413640637,59.0,,0.3676066484068033,,,,,,,,,,,,,,,,,,,93.70240428859306,95.17081053835619,89.17733765538145,2500.0,297.60713439999995,5.236044727277825,96.10093131772834,96.25666715262746,92.50355358908088,3000.0,-154.9242034,1.8975725569026836,,,,,,
1500.0,-50.0,114.0,1500.002625,-49.9308148,-3083.2888420000004,-4415.190864,-7034.3240620000015,-7842.550080459566,89.69434673457383,95.6127742771213,93.81000333136063,58.925,,0.34407037445956573,,,,,,,,,,,,,,,,,,,93.80968822637575,95.20889327879888,89.31516594862406,2500.0,292.7724057,5.057430711675945,96.03169601207114,96.19781320385322,92.38039154618434,3000.0,-159.9155122,1.9934879108831882,,,,,,
1500.0,-45.0,108.0,1500.001982,-44.90904341,-2835.366211,-3922.110767,-6332.063882,-7053.785772222412,89.76830437543866,95.79929411254216,93.70455722771979,59.0,,0.2963087942224111,,,,,,,,,,,,,,,,,,,93.78290941502502,95.3272649766278,89.40068256085172,2500.0,288.05350939999994,4.998890208429235,95.96176082047786,96.20266707560916,92.31777328201667,3000.0,-164.90274519999997,2.091884155335727,,,,,,
1500.0,-40.0,102.0,1499.998372,-39.91772003,-2572.321008,-3427.392063,-5629.039241,-6269.792152769821,89.78031653749872,95.69237583656569,93.8218073828951,58.92,,0.2700790817698207,,,,,,,,,,,,,,,,,,,93.83547257520254,95.37452327739797,89.49513463369294,2500.0,284.1158752,4.886150802502016,95.91178878670786,96.15721998229537,92.22610973258917,3000.0,-169.94584619999995,2.1825384615532313,,,,,,
1500.0,-35.0,96.0,1499.9991220000004,-34.894071200000006,-2277.521212,-2969.297104,-4918.331047,-5480.740959477016,89.73843287549423,95.73191571711617,93.73930543776807,58.91,,0.2339226434770153,,,,,,,,,,,,,,,,,,,93.94952845115043,95.36569349843812,89.59561934595203,2500.0,279.9330238,4.719408035267814,95.80039893507204,96.19731249647975,92.15740913644551,3000.0,-174.95724040000005,2.30811809093599,,,,,,
1500.0,-30.0,90.0,1500.000229,-29.87478195,-1996.607103,-2484.531907,-4204.432849,-4692.374844641367,89.60138497463409,95.49831712863698,93.82509312068854,59.0,,0.21123583464136755,,,,,,,,,,,,,,,,,,,94.07603226051847,95.47318427944792,89.81738364287767,2500.0,273.4100322,4.506977455179789,95.81627785003852,96.08125914727965,92.06148622637302,3000.0,-180.0858374,2.366793001787519,,,,,,
1500.0,-25.0,84.0,1499.999961,-24.81650833,-1697.636803,-2027.342322,-3484.151982,-3897.8807881838925,89.3858014478514,95.56421366943725,93.53480556753456,60.0,,0.17290166318389266,,,,,,,,,,,,,,,,,,,94.11562645197324,95.50087425773093,89.88124607477471,2500.0,266.8422391,4.367448661396208,95.74428378924416,96.04688991667537,91.95940685256461,3000.0,-185.023104,2.47352544159886,,,,,,
1500.0,-20.0,78.0,1499.998931,-19.82308593,-1373.641965,-1591.863519,-2761.34782,-3113.5714873425277,88.68747132434865,95.24449642654893,93.11558636119518,58.92,,0.14806600334252742,,,,,,,,,,,,,,,,,,,94.21714625443357,95.5434750086469,90.01833558546504,2500.0,261.7348288,4.205432302614179,95.59726872481052,96.10590947687673,91.87462454303295,3000.0,-190.1239677,2.6295233802743896,,,,,,
1500.0,-15.0,72.0,1500.000741,-14.8754379,-1038.903803,-1162.902596,-2045.90734,-2336.4573688690557,87.56450544570842,94.23696012334125,92.91949287317881,58.92,,0.13465096986905564,,,,,,,,,,,,,,,,,,,95.5495080934769,96.04134336593299,91.76703115251608,2500.0,176.40164380000004,2.1508924078752245,95.66653973310927,95.96542410576603,91.8068005821895,3000.0,-195.138612,2.6564148042626186,,,,,,
1500.0,-10.0,66.0,1499.999246,-9.879999166000001,-711.7885805999998,-736.2451607999999,-1328.357361,-1551.8315496838356,85.59932689025652,93.31127091049389,91.735249188027,58.91,,0.10379780828383604,,,,,,,,,,,,,,,,,,,94.36756624517477,95.53504491243633,90.15409679510081,2500.0,256.3635088,4.005573154157741,95.586795635981,95.95564437555883,91.72092569045412,3000.0,-200.0681982,2.773639145892121,,,,,,
1500.0,-5.0,60.0,1499.999716,-4.895332868000001,-341.9362004,-322.6952859,-592.5791489,-768.9003048927189,77.06839822136368,86.43922782586658,89.15905447075416,58.67,,0.10426881859271885,,,,,,,,,,,,,,,,,,,94.52162829659916,95.54961733651699,90.31505413764546,2500.0,246.7990127,3.7445709450892535,95.50030791553613,95.96253921745321,91.64452043623493,3000.0,-204.9012347,2.8963166326896173,,,,,,
1500.0,5.0,62.0,1499.999172,5.4974315670000005,471.39944,507.3848285,1057.489737,863.4704501179751,81.65284445857228,88.21866859806147,92.5573302750644,59.805,,0.11531381838202492,,,,,,,,,,,,,,,,,,,94.5725059180499,95.63482698051598,90.44425240586527,2500.0,241.692412,3.631069397652907,95.33195598383038,95.93809288974623,91.45966048537919,3000.0,-215.0974555,3.1541898455741175,,,,,,
1500.0,10.0,68.0,1499.999525,11.13965384,950.8297229,922.9012909,2003.19744,1749.683295148107,87.34452531788914,93.37964106169542,93.53701119945521,60.0,,0.1240477186518931,,,,,,,,,,,,,,,,,,,94.70497723442024,95.64517593885894,90.58074209871754,2500.0,236.4390668,3.460614723376282,95.30445682903297,95.81757957092294,91.31842375679457,3000.0,-220.1907294,3.2479115510271224,,,,,,
1500.0,15.0,74.0,1499.999465,16.32563813,1421.311069,1287.133533,2880.208497,2564.2354409197487,89.02950753706317,94.6755728002056,94.03640760108486,62.0,,0.1442091610802513,,,,,,,,,,,,,,,,,,,94.65839345574334,95.77299068808105,90.65717434985618,2500.0,231.8186391,3.4245139218924376,95.18206862563882,95.83409703797547,91.2168760094471,3000.0,-225.186442,3.4081618153628805,,,,,,
1500.0,20.0,80.0,1499.99929,21.38965217,1872.204199,1645.535815,3736.191156,3359.629640664603,89.92124600662706,95.50534227355789,94.15310585355928,60.0,,0.15811037333539707,,,,,,,,,,,,,,,,,,,94.80339960515379,95.76236204372856,90.78597475965009,2500.0,226.4963157,3.250062811838383,95.18558845243066,95.74120695380658,91.13183123044027,3000.0,-230.083178,3.479730717104656,,,,,,
1500.0,25.0,86.0,1499.99955,26.43299411,2344.444401,2001.558541,4598.056248,4151.777934047397,90.29419628899235,95.53095084046993,94.5182639705716,58.92,,0.19422500795260295,,,,,,,,,,,,,,,,,,,94.83972743602395,95.80359636645778,90.8598696678571,2500.0,221.8738171,3.160265060311889,95.14224423887522,95.66686669616752,91.01960396774687,3000.0,-235.1653109,3.588626204328175,,,,,,
1500.0,30.0,92.0,1499.999911,31.44239433,2839.705642000001,2333.599232,5456.547102,4938.595675039466,90.50770721340079,95.46307042254291,94.8091307065565,60.0,,0.2347091989605351,,,,,,,,,,,,,,,,,,,94.92567598920392,95.82807460925834,90.96544761027717,2500.0,216.9712486,3.0362156101081856,95.02530768996986,95.66683413119875,90.90770349042474,3000.0,-240.2437796,3.754368186506341,,,,,,
1500.0,35.0,98.0,1500.000144,36.40890503,3333.361013,2620.25,6314.572175,5718.676731715425,90.56316996987093,96.0539195326738,94.28367984407431,59.0,,0.23493428128457436,,,,,,,,,,,,,,,,,,,95.04817945573919,95.82284863286336,91.0778731281653,2500.0,212.5960637,2.8994203118126096,94.89167832477061,95.70026523066659,90.81158783863644,3000.0,-245.2796369,3.9360206958645287,,,,,,
1500.0,40.0,104.0,1500.000484,41.41056629,3841.247142,2952.274288,7180.545042,6504.279526462206,90.58197516230003,95.74238623491331,94.61010815006041,58.67,,0.28924190353779433,,,,,,,,,,,,,,,,,,,95.08204310734358,95.8965103791895,91.18036133717916,2500.0,207.6740228,2.811938808437466,94.81783220664369,95.67665046348195,90.7185258974013,3000.0,-250.2846015,4.074398628104362,,,,,,
1500.0,45.0,110.0,1500.000519,46.42023266,4354.853569,3254.30984,8044.583774,7291.13854262835,90.63413033491209,95.82050155480304,94.58740965061146,59.0,,0.31802486637165023,,,,,,,,,,,,,,,,,,,95.19209377410375,95.83071790805579,91.22326685543332,2500.0,203.4295515,2.6897068553566785,94.83474032618038,95.54406400788272,90.60896499895517,3000.0,-255.2621014,4.14187537778799,,,,,,
1500.0,50.0,116.0,1500.0002880000004,51.44215446,4892.785967,3531.126224,8921.254297,8079.921100035653,90.56933959110137,95.91649244240863,94.4251997595535,58.915,,0.34399109096434677,,,,,,,,,,,,,,,,,,,95.22394333752081,95.90415888496439,91.32372191494443,2500.0,198.6915424,2.6087911897629747,94.82616933316355,95.42713144427086,90.48989325312483,3000.0,-260.2294943,4.229488966728983,,,,,,
1500.0,55.0,124.0,1499.998756,56.39140385,5404.467932000001,3805.453715,9784.137036,8857.281217182577,90.52695382937578,96.17108110868358,94.13115958119539,62.0,,0.3526404298174239,,,,,,,,,,,,,,,,,,,95.26096092827817,96.04490634601576,91.49330070787943,2500.0,192.2825842,2.504101858220958,94.6659652047435,95.46496017686778,90.3728259837559,3000.0,-265.25440719999995,4.444643825510663,,,,,,
1500.0,60.0,132.0,1500.001125,61.43177134,5952.504475,4125.8091920000015,10664.94598,9648.976557145836,90.47374993966763,95.73999059723683,94.49943474537882,58.92,,0.42933710985416657,,,,,,,,,,,,,,,,,,,95.36960729469301,96.07402294638462,91.62541839618027,2500.0,187.2819359,2.3803473662088943,94.67940571609832,95.42084631255364,90.3438902179973,3000.0,-267.9047243,4.47773294117501,,,,,,
1500.0,65.0,140.0,1499.999137,66.41756592,6518.679968,4398.00262,11547.16557,10432.072414831477,90.34314396542837,95.56082931548066,94.53993295429989,62.0,,0.484610173168523,,,,,,,,,,,,,,,,,,,94.41482061149522,95.5575301256633,90.22047064892051,2500.0,251.8052196,3.8994015240830775,94.69288072377049,95.4103423868648,90.34680171453489,3000.0,-267.79779790000003,4.464628761126995,,,,,,
1500.0,70.0,148.0,1500.000474,71.43216206,7074.30832,4650.49179,12422.94732,11219.714863753381,90.31443645978031,95.69216326497681,94.38018054800864,59.0,,0.5050852462466191,,,,,,,,,,,,,,,,,,,95.3061958135697,96.34316620361818,91.82100663501325,2500.0,20.79229343,0.26806665148343745,94.6053040222557,95.50461212417997,90.3524286553565,3000.0,-267.9679539,4.541171666480804,,,,,,
1500.0,75.0,156.0,1499.998547,76.44682461,7643.35488,4946.563711,13306.16814,12007.343019661132,90.2389244846949,95.37268198258782,94.61716144374529,59.0,,0.5825755713388681,,,,,,,,,,,,,,,,,,,92.56938407337518,95.97146981623027,88.84019849504952,2500.0,10.64135293,0.2236098226760887,94.66877219731926,95.4343716699021,90.34654791412262,3000.0,-267.9180486,4.486905117827831,,,,,,
1500.0,80.0,164.0,1500.001985,81.37850185,8198.057915000001,5225.207449,14189.89005,12781.98055615981,90.07808031718899,95.22258712429196,94.59738811718279,62.0,,0.641284807840193,,,,,,,,,,,,,,,,,,,94.38711845408224,96.24438931666481,90.8423057497285,2500.0,15.73608317,0.2449663148285472,96.14186667316507,96.27669813950817,92.56221476261155,3000.0,-149.9504591,1.8173693035411562,,,,,,
1500.0,85.0,172.0,1500.001849,86.47901741,8788.930986,5497.6482350000015,15083.17305,13583.108483214992,90.05471486793684,95.07600296121993,94.71865882358223,59.0,,0.7034707377850081,,,,,,,,,,,,,,,,,,,87.44449773530573,94.98171281941526,83.05628171532817,2500.0,5.515919127,0.20732708610961323,96.14124203825666,96.33980846529032,92.62228843580762,3000.0,-144.9836458,1.7574581129800135,,,,,,
1500.0,90.0,180.0,1500.002141,91.4443087,9341.111064,5749.085818,15975.39479,14363.000924844491,89.90701709503412,95.18100417879288,94.45899197086446,61.0,,0.727195957155509,,,,,,,,,,,,,,,,,,,96.45216490428766,96.82794868711726,93.39265274113738,3000.0,132.10065790000002,1.5264213034976566,95.36885128529705,95.97482444483337,91.53008759611807,3000.0,-210.0883942,3.0563925530834677,,,,,,
1500.0,95.0,188.0,1500.002128,96.43290798,9949.705283,5976.995249000001,16860.19124,15146.551537091955,89.83617873299968,95.10162827924988,94.46334448576516,60.0,,0.780148994908046,,,,,,,,,,,,,,,,,,,96.55217460047898,96.90553468605894,93.56440104761134,3000.0,116.3672417,1.3053647080433293,96.24056522896056,96.35710898551835,92.73462632594841,3000.0,-134.943503,1.5936488469326142,,,,,,
1500.0,100.0,196.0,1500.002454,101.5246508,10547.88627,6245.460757,17771.57764,15946.306318480947,89.72926681866016,94.9560935818381,94.49553307637576,61.0,,0.8470407085190527,,,,,,,,,,,,,,,,,,,96.51079452677382,96.89066869661154,93.50995418140393,3000.0,121.32319440000002,1.3778838718512925,96.22388706222567,96.31893318795854,92.68182149032182,3000.0,-139.9714649,1.660361685969976,,,,,,
1500.0,105.0,206.0,1500.002256,106.4303081,11131.29617,6515.284783,18653.38593,16716.82746144241,89.61819330911366,94.73125420706765,94.6025618041775,62.0,,0.9297534915575889,,,,,,,,,,,,,,,,,,,96.4712469382302,96.84793985988046,93.43041521681393,3000.0,126.2963129,1.4512153247943933,82.97469906027797,93.60446673993225,77.66802458443675,3000.0,-4.743562176,0.2536981320572727,,,,,,
1500.0,110.0,216.0,1500.003949,111.5128809,11717.01998,6726.191376999999,19559.2801,17515.158294698078,89.54909488053232,94.96805060497402,94.29391707008685,59.0,,0.9280530623019222,,,,,,,,,,,,,,,,,,,96.29708264441797,96.89584238317136,93.3078694187275,3000.0,137.0794017,1.6558502510905528,91.30574823539779,95.55849381186766,87.25039777740207,3000.0,-9.768093576,0.2667840484128719,,,,,,
1500.0,115.0,226.0,1499.99604,116.527571,12346.46672,6956.502681,20462.56211,18302.711523645947,89.44486729108796,94.81811395659034,94.33310109082915,59.0,,1.0002578773540554,,,,,,,,,,,,,,,,,,,96.13525668072594,96.6092432646435,92.87554398977197,3000.0,166.8543975,2.107141040663817,93.72344311952767,96.18677572677946,90.1495580367958,3000.0,-14.72204422,0.2902735217228656,,,,,,
1500.0,120.0,236.0,1499.994955,121.5917164,12972.14446,7228.519429000001,21377.70632,19098.111117255572,89.3365772332098,94.54199734324173,94.49406585823095,60.0,,1.1025527717444275,,,,,,,,,,,,,,,,,,,96.26560467240472,96.7871902196723,93.17277391039809,3000.0,146.986563,1.791202013453796,94.94847526528947,96.36239456163415,91.49462436539385,3000.0,-19.65668784,0.3119253032190309,,,,,,
1500.0,125.0,246.0,1499.998953,126.6178115,13623.4209,7414.394451,22302.64533,19887.600490172917,89.1714870406941,94.53263163671409,94.32878943154496,60.0,,1.15021486082708,,,,,,,,,,,,,,,,,,,96.28794092161986,96.65882941567264,93.0707965632922,3000.0,152.9281462,1.85203163077512,95.57453100602771,96.52060453490293,92.24911510841616,3000.0,-24.72005698,0.3436580293798943,,,,,,
1500.0,130.0,256.0,1500.002705,131.6306774,14227.571080000003,7641.097334,23198.91776,20675.0127917259,89.12059176904424,94.54170871460128,94.2658991261496,59.0,,1.193655622274102,,,,,,,,,,,,,,,,,,,96.211749344262,96.66155654286662,92.99977449328492,3000.0,157.4705882,1.9477258659993895,96.00652660652311,96.55817031865934,92.70214547775558,3000.0,-29.72616507,0.37291312232447127,,,,,,
1500.0,135.0,266.0,1499.997966,136.5457391,14856.6148,7864.623745,24098.080680000006,21446.945645650954,88.99856353892392,94.39162219601155,94.28650707380731,59.0,,1.2742928993490459,,,,,,,,,,,,,,,,,,,96.15360367165418,96.64639952401394,92.92899596124384,3000.0,162.2213146,2.038516379378729,95.997464582639,96.79772376200388,92.92336058523041,3000.0,-34.77690496,0.43726434822496596,,,,,,
1500.0,140.0,276.0,1499.996047,141.6722879,15459.38042,8148.531389,25043.79631,22252.13317481109,88.85287557591978,94.25710056375233,94.2665062308199,60.0,,1.3557786341889078,,,,,,,,,,,,,,,,,,,96.58428674645357,96.88122770985484,93.57204277477084,3000.0,111.27910020000002,1.2362497728009985,96.28489530445773,96.70400921650396,93.11135402932399,3000.0,-39.7913644,0.4643843661599185,,,,,,
1500.0,145.0,286.0,1500.002178,146.67006809999995,16092.99064,8438.06834,25954.44022,23037.21692119458,88.76021492246454,93.91040533544296,94.51584689195813,59.0,,1.4938420588054213,,,,,,,,,,,,,,,,,,,96.27087316337052,96.85245754769618,93.24070656134987,3000.0,142.0534066,1.7285505985605414,96.46454567268046,96.63538147166125,93.21888169569965,3000.0,-44.84703592,0.49807766819082827,,,,,,
1500.0,150.0,296.0,1499.99978,151.60832240000005,16691.05815,8637.283271,26886.312680000006,23812.822015305668,88.56856757832536,94.01650751423541,94.2053368286573,61.0,,1.5155194056943329,,,,,,,,,,,,,,,,,,,96.630262938908,96.9165133411673,93.65068167279182,3000.0,106.37462759999998,1.1653033060982199,96.4573375361266,96.72367946205085,93.29708597607154,3000.0,-49.81203817,0.5543470974218871,,,,,,
1500.0,155.0,308.0,1499.998906,156.5658683,17344.17938,8874.521938,27795.73739,24591.47970334451,88.47212562956408,93.79366050621908,94.32633842422412,60.01,,1.6272216146554892,,,,,,,,,,,,,,,,,,,96.25552915509319,97.14042239105287,93.50302759600058,3000.0,35.9103133,0.4388355396286988,96.65190909261328,96.57355294403014,93.34018259897074,3000.0,-54.84584103,0.5768448727193282,,,,,,
1500.0,160.0,320.0,1499.998342,161.66434750000005,17924.94475,9117.956826,28734.252310000003,25392.277823090255,88.36937028722795,93.89627718656257,94.11381679344623,60.0,,1.6506237529097416,,,,,,,,,,,,,,,,,,,96.72712656181139,96.90639650878161,93.73477279753997,3000.0,96.27937172,1.0233688578651963,96.6079670217228,96.64466721200404,93.36644822842659,3000.0,-59.85520948,0.637793528276452,,,,,,
1500.0,165.0,332.0,1499.998682,166.7762991,18583.39569,9389.702617,29693.66604,26195.20720825526,88.21816468524969,93.64428252018175,94.20560691063797,59.0,,1.7778910987447416,,,,,,,,,,,,,,,,,,,96.71693566935777,96.94685687199483,93.76402919435158,3000.0,91.2567046,0.9731047762346025,96.64042952988385,96.60547749192114,93.35994839758783,3000.0,-69.78947411,0.7365315475303796,,,,,,
1500.0,170.0,344.0,1499.99981,171.48504409999995,19195.32399,9557.874834,30574.87038,26934.82026888393,88.09463436516432,93.67590866586194,94.0419320397459,60.0,,1.818378555116069,,,,,,,,,,,,,,,,,,,96.75835385253839,96.95635781765831,93.8133757797431,3000.0,86.28896076,0.9081342191316689,96.63842502822258,96.62298086972685,93.37492692782483,3000.0,-64.84623173,0.6847711906279801,,,,,,
1500.0,175.0,356.0,1499.998184,176.7443665,19837.29836,9850.888184,31548.969360000006,27760.86165258957,87.99292723579977,93.5081083900022,94.10192201600336,59.0,,1.9273248914104297,,,,,,,,,,,,,,,,,,,96.67468999509249,97.04430477984599,93.81728080380883,3000.0,81.23929623,0.8778157893328317,96.31926319492382,96.40211538393416,92.85380724212568,3000.0,-124.8166469,1.4431959784323771,,,,,,
1500.0,180.0,368.0,1499.996486,181.8205756,20533.38848,10037.78633,32513.33829,28558.138689266732,87.8351476386239,93.41524775137266,94.02656392069916,59.0,,2.013036120733272,,,,,,,,,,,,,,,,,,,96.7269698377786,97.0115960440953,93.83637724471969,3000.0,76.24142223,0.8104221744081624,96.30089930789433,96.4894172991907,92.9201765960676,3000.0,-119.8679637,1.3928923421812578,,,,,,
1500.0,185.0,380.0,1499.998732,186.6766659,21139.09054,10318.81342,33454.2777,29320.917501988228,87.64474834854447,93.20683774504162,94.03253073373037,62.0,,2.1369864580117754,,,,,,,,,,,,,,,,,,,96.77767471536511,96.97424201510569,93.8494164950699,3000.0,71.15015446,0.7441967896275673,96.41909168576021,96.44183830097626,92.9883444948509,3000.0,-114.8359672,1.2917812787018774,,,,,,
1500.0,190.0,392.0,1499.997609,191.8333376,21762.83123,10559.97513,34404.77355,30130.842693873274,87.57750621460862,93.21852304000645,93.94860952369211,59.0,,2.1919636661267288,,,,,,,,,,,,,,,,,,,96.73129929586824,97.00986695181085,93.83890474767973,3000.0,66.16582985,0.7023598605652878,96.4185933605679,96.49418670113025,93.03833749194997,3000.0,-109.9288844,1.2367541343903432,,,,,,
1500.0,195.0,404.0,1499.997133,196.7891271,22425.24208,10780.30142,35376.21936,30909.22790110708,87.37289755743724,93.08454144443405,93.86402532754985,61.08,,2.296315598892921,,,,,,,,,,,,,,,,,,,96.64523950277825,97.07096605831637,93.81446763472043,3000.0,61.08350971,0.6660747590224273,96.4801352796911,96.51306547549675,93.1159361333361,3000.0,-104.9455684,1.1603996692275613,,,,,,
1500.0,200.0,416.0,1500.0059199999996,201.67834,23091.71936,11025.27722,36299.27527,31677.351197463104,87.26717258634432,92.8491789222529,93.98809294739951,60.0,,2.4396453825368956,,,,,,,,,,,,,,,,,,,96.74074216400939,97.00740803950733,93.8456864914883,3000.0,56.03995951,0.5930958937536162,96.22535868763173,96.45185036757353,92.81113897705548,3000.0,-129.8108831,1.5392348167206147,,,,,,
1500.0,205.0,430.0,1500.006233,206.8960539,23755.828080000007,11246.05242,37284.58301,32496.89742755015,87.15907435208338,92.8432900270891,93.87762360279648,59.0,,2.504983072449857,,,,,,,,,,,,,,,,,,,96.56803854733406,97.10658827151188,93.77392759403457,3000.0,51.05326654,0.5699677534743259,96.62536642490258,96.46521812963596,93.20987049034228,3000.0,-94.83918972,1.005385646517181,,,,,,
1500.0,210.0,444.0,1499.998858,211.9667628,24452.57841,11473.65763,38281.0251,33293.18346952427,86.97045960120924,92.67094786232516,93.84867815360566,61.0,,2.6330525704757237,,,,,,,,,,,,,,,,,,,96.58800915438493,97.0359473813377,93.72508973973062,3000.0,45.99621059,0.5104164761632146,96.57518376792243,96.56843373296239,93.26114233941281,3000.0,-89.89595978,0.9671530785347532,,,,,,
1500.0,215.0,458.0,1499.994436,216.7895554,25037.79292,11706.32221,39203.10578,34050.58920239934,86.85686637554801,92.66950389723357,93.72756162789916,60.165,,2.693525927600662,,,,,,,,,,,,,,,,,,,96.47092817362216,97.07028128348281,93.6446013349217,3000.0,40.95405426,0.4706291565583706,96.65559355937643,96.51281551375102,93.285034695682,3000.0,-84.86580303,0.8915983099010591,,,,,,
1500.0,220.0,472.0,1500.004952,221.7772946,25663.81595,11988.68008,40158.12918,34834.24504095946,86.7426988065669,92.51510182274484,93.76058297245609,59.0,,2.818250989040542,,,,,,,,,,,,,,,,,,,96.12403476750715,96.54619256095395,92.80409570399578,3000.0,171.8270737,2.1764933445766945,96.57911666190547,96.60661358512974,93.30181403749867,3000.0,-79.87272846,0.8583302147832037,,,,,,
1500.0,225.0,486.0,1500.001267,226.7474366,26346.43309,12272.42814,41143.99344,35614.810700419075,86.56138532676928,92.22128660995497,93.86269538059696,60.0,,3.00405052958092,,,,,,,,,,,,,,,,,,,96.64486808262718,96.95601893832657,93.70301660111274,3000.0,101.3291956,1.1050539063945144,96.6229453009661,96.59841532853002,93.33623400448562,3000.0,-74.79911034,0.7935098035340489,,,,,,
1500.0,230.0,497.0,1500.014268,231.937882,27005.06509,12513.07565,42151.71154,36430.38034447124,86.42681166078042,92.18647350885273,93.75216164709977,59.935,,3.0877603955287634,,,,,,,,,,,,,,,,,,,95.97659276224437,96.61063032708563,92.72359123406433,3000.0,176.61262390000005,2.3257774618849507,96.58012393432321,96.43909940196541,93.14100172356335,3000.0,-99.85024693,1.072696949330406,,,,,,
