SO_M_VM [Nm],500.0,1000.0,1500.0,2000.0,2500.0,3000.0,3500.0,4000.0,4500.0,5000.0,5500.0,6000.0,6500.0,7000.0,7500.0,8000.0,8500.0,9000.0,9500.0,10000.0,10500.0,11000.0,11500.0,12000.0,12500.0,13000.0
-295.0,72.46946892261178,,,,,,,,,,,,,,,,,,,,,,,,,
-290.0,72.48374263508668,86.88663238122571,90.70975145463763,92.5456916176038,93.83129792888248,94.65947785587161,95.2358984438973,95.61893396375709,95.98999177144853,,,,,,,,,,,,,,,,,
-285.0,72.98216296755923,86.735688249364,90.81419235686083,92.69886229082584,93.77156065317355,94.66877219731926,95.26594301857848,95.62184451632287,95.93581143712645,,,,,,,,,,,,,,,,,
-280.0,74.27910040030898,86.65205377592508,90.56892359513206,92.64770461449278,93.91283821696832,94.6053040222557,95.19969845671926,95.61155801352855,95.94741363841173,,,,,,,,,,,,,,,,,
-275.0,73.99293825852314,86.57552249658566,90.66523957554638,92.59505862806253,93.95025801703335,94.69288072377049,95.2490851158694,95.66481000699838,95.96494116482182,96.21382699278188,,,,,,,,,,,,,,,,
-270.0,74.75313848334227,86.81364003071614,90.706708317652,92.7594559576875,93.8552900823586,94.67940571609832,95.21842124997633,95.67559086167807,96.00499866224398,96.26884615927487,,,,,,,,,,,,,,,,
-265.0,74.99464710317977,86.68808213347936,90.94500663967786,92.69283889482911,93.83759870450076,94.6659652047435,95.3360446222649,95.65730598587727,96.04077059475557,96.29134907212504,,,,,,,,,,,,,,,,
-260.0,75.78253417776345,87.05210862053374,90.81001080478858,92.82418926205531,93.97429509472137,94.82616933316355,95.39868230584595,95.73455497327834,96.14039160105034,96.31352707652965,,,,,,,,,,,,,,,,
-255.0,76.38819077657753,87.51484660876416,91.01831160351377,92.91259540742324,94.1403007559842,94.83474032618038,95.3598041457226,95.86037458647931,96.15940237173787,96.41950478070117,,,,,,,,,,,,,,,,
-250.0,76.92202450166148,87.2620097203691,91.09879680281998,93.03487123977602,94.09519928635628,94.81783220664369,95.4621653667283,95.91831901584102,96.21075409641485,96.44777059923115,96.64573394067035,,,,,,,,,,,,,,,
-245.0,77.01564640892514,87.9270682894041,91.5799863817487,93.16895378165299,94.11642494988851,94.89167832477061,95.52070654713593,95.9056643928866,96.26939464107504,96.5050527861301,96.66805716393637,,,,,,,,,,,,,,,
-240.0,77.36478239882396,87.8874705766253,91.34350016001201,93.2548040150884,94.34786281763301,95.02530768996986,95.58824905458437,96.0140377409178,96.28451637022759,96.52997175806443,96.6620115691605,,,,,,,,,,,,,,,
-235.0,77.50625913576395,88.19794323616667,91.53032275187033,93.41885833120746,94.43323346496571,95.14224423887522,95.60317033250631,96.05116908064784,96.3679605484267,96.59083432209063,96.7665174407498,,,,,,,,,,,,,,,
-230.0,78.15064700539264,88.52363753685509,91.87031790602138,93.38629051638333,94.51259604123524,95.18558845243066,95.67206548559378,96.11236206760476,96.40588718558419,96.64945523190622,96.83416723332329,96.8485890948665,,,,,,,,,,,,,,
-225.0,78.29043018005426,88.7539208810876,91.99503770862054,93.58461847915935,94.60890421879252,95.18206862563882,95.71576200836026,96.17455074237428,96.42482129702134,96.6515030818685,96.82664022793155,96.8454290196956,,,,,,,,,,,,,,
-220.0,78.92639311721763,88.88142087768651,92.19235087734361,93.62705705018726,94.60975029017261,95.30445682903297,95.83312280106611,96.23542739758454,96.49855221734948,96.69747335791608,96.9063143391312,96.88785633437666,,,,,,,,,,,,,,
-215.0,79.2746847317045,89.06372952812075,92.12732049345107,93.75003922233815,94.70407129432746,95.33195598383038,95.92687692403553,96.26445762602506,96.52124441845746,96.76273708104104,96.97765518706495,96.95489215907361,,,,,,,,,,,,,,
-210.0,79.28067657019477,89.1221820609671,92.30319858637152,93.76450286259156,94.80705085248964,95.36885128529705,96.0558702724234,96.3843646546498,96.61307746859916,96.77566052932244,97.00297119528666,97.0343850645817,96.84503995077102,,,,,,,,,,,,,
